期号,开奖日期,前区号码,后区号码,奖池金额,全国销量
25119,2025-10-20,08 15 27 29 31,01 07,"1,247,363,714.98","319,880,731"
25120,2025-10-22,11 13 22 26 35,02 08,"1,229,721,100.45","325,832,725"
25121,2025-10-25,02 03 08 13 21,07 12,"1,201,113,534.52","356,833,346"
25122,2025-10-27,02 03 06 16 17,04 05,"1,153,025,367.65","332,420,638"
25123,2025-10-29,08 13 24 25 31,04 10,"1,136,294,713.48","333,755,324"
25124,2025-11-01,06 09 14 26 27,08 09,"1,062,300,760.96","367,907,521"
25125,2025-11-03,10 11 13 19 35,04 11,"1,071,539,155.61","333,554,750"
25126,2025-11-05,01 08 18 27 30,06 07,"1,033,170,236.36","333,017,418"
25127,2025-11-08,04 05 19 28 29,05 08,"827,515,757.27","353,038,355"
25128,2025-11-10,03 06 26 30 33,11 12,"806,116,343.87","335,180,121"
25129,2025-11-12,03 09 14 28 35,02 04,"826,944,600.37","327,577,708"
25130,2025-11-15,01 13 16 27 29,02 11,"855,509,809.27","347,978,820"
25131,2025-11-17,03 08 25 29 32,09 12,"878,666,212.85","312,224,838"
25132,2025-11-19,01 09 10 12 19,06 07,"850,074,477.20","313,565,367"
25133,2025-11-22,04 11 23 27 35,07 11,"818,773,870.74","337,536,466"
25134,2025-11-24,07 12 18 27 33,09 10,"793,585,609.45","311,134,788"
25135,2025-11-26,02 10 16 28 32,01 07,"813,180,323.37","310,594,999"
25136,2025-11-29,07 11 15 16 23,09 11,"783,829,598.27","332,166,578"
25137,2025-12-01,07 08 09 11 22,05 11,"784,972,571.82","306,419,813"
25138,2025-12-03,01 03 19 21 23,07 11,"795,955,875.03","299,205,645"
25139,2025-12-06,08 18 22 30 35,01 04,"830,587,732.32","319,213,811"
25140,2025-12-08,04 05 13 18 34,02 08,"850,018,674.78","294,883,884"
25141,2025-12-10,04 09 24 28 29,02 10,"830,232,368.80","293,217,299"
25142,2025-12-13,09 10 14 27 29,02 09,"850,180,600","305,166,365"
25143,2025-12-15,03 04 18 24 29,07 12,"891,182,916.14","292,194,189"
25144,2025-12-17,02 05 13 15 28,05 08,"818,422,787.52","294,039,927"
25145,2025-12-20,05 07 20 22 25,04 05,"739,212,071.38","318,998,515"
25146,2025-12-22,06 11 13 16 22,02 03,"762,703,697.21","295,258,973"
25147,2025-12-24,06 16 21 25 33,07 08,"816,064,823.02","290,531,842"
25148,2025-12-27,03 04 14 30 32,08 12,"869,158,981.31","314,824,866"
25149,2025-12-29,24 26 30 31 32,05 12,"921,221,227.65","293,718,026"
25150,2025-12-31,13 14 15 28 31,01 05,"942,601,223.41","315,770,974"
26001,2026-01-03,07 09 23 27 32,02 08,"875,846,392.75","309,467,020"
26002,2026-01-05,04 08 15 20 31,07 08,"858,169,056.71","300,101,679"
26003,2026-01-07,02 09 11 15 16,02 04,"829,620,750.17","299,733,101"
26004,2026-01-10,05 18 23 25 32,05 09,"779,153,160.95","329,175,580"
26005,2026-01-12,02 04 16 23 35,06 11,"788,287,446.41","311,138,123"
26006,2026-01-14,05 12 18 23 35,06 12,"787,011,243.54","315,815,131"
